,_id,ltable_id,rtable_id,ltable_Country,ltable_Industry,ltable_MarketValue,ltable_Name,rtable_Name,rtable_Country,rtable_Sector,rtable_Industry,rtable_MarketValue
11250,11250,556,1048,United States,Apparel,4165,Columbia Sportswear,"Columbia Property Trust, Inc.",United States,Consumer Services,Real Estate Investment Trusts,2724.525094
11258,11258,556,1049,United States,Apparel,4165,Columbia Sportswear,"Columbia Seligman Premium Technology Growth Fund, Inc",United States,n/a,n/a,317.37253450000003
11260,11260,2292,1049,United States,Oil & Gas Operations,10300,Columbia Pipeline Group,"Columbia Seligman Premium Technology Growth Fund, Inc",United States,n/a,n/a,317.37253450000003
11261,11261,556,1050,United States,Apparel,4165,Columbia Sportswear,Columbia Sportswear Company,United States,Consumer Non-Durables,Apparel,4080.1612549999995
11262,11262,2292,1050,United States,Oil & Gas Operations,10300,Columbia Pipeline Group,Columbia Sportswear Company,United States,Consumer Non-Durables,Apparel,4080.1612549999995
11264,11264,719,1053,United States,Broadcasting & Cable,148200,Comcast,Comcast Corporation,United States,Consumer Services,Television Services,178612.7713
11265,11265,2080,1054,United States,Major Banks,7700,Comerica,Comerica Incorporated,United States,Finance,Major Banks,12091.94385
11296,11296,2176,1062,United States,Metals,1944,Commercial Metals,Commercial Metals Company,United States,Basic Industries,Steel/Iron Ore,2214.8479079999997
11307,11307,2176,1063,United States,Metals,1944,Commercial Metals,"Commercial Vehicle Group, Inc.",United States,Capital Goods,Auto Parts:O.E.M.,208.8695768
11308,11308,2273,1064,United States,Network and Other Communications Equipment,5355,CommScope Holding,"CommScope Holding Company, Inc.",United States,Technology,Radio And Television Broadcasting And Communications Equipment,8120.436689
11332,11332,1686,1066,United States,Healthcare Services,2400,Community Health Systems,"Community Bank System, Inc.",United States,Finance,Major Banks,2515.8498329999998
11343,11343,1686,1067,United States,Healthcare Services,2400,Community Health Systems,Community Bankers Trust Corporation.,United States,Finance,Major Banks,175.67574399999998
11362,11362,1686,1068,United States,Healthcare Services,2400,Community Health Systems,"Community Health Systems, Inc.",United States,Health Care,Hospital/Nursing Management,1009.843637
11379,11379,1686,1069,United States,Healthcare Services,2400,Community Health Systems,Community Healthcare Trust Incorporated,United States,Consumer Services,Real Estate Investment Trusts,313.21554669999995
11389,11389,1686,1070,United States,Healthcare Services,2400,Community Health Systems,"Community Trust Bancorp, Inc.",United States,Finance,Major Banks,807.9847110000001
11395,11395,1686,1071,United States,Healthcare Services,2400,Community Health Systems,Community West Bancshares,United States,Finance,Major Banks,82.6173378
11481,11481,893,1075,United States,Computer Services,4600,Computer Sciences,"Computer Programs and Systems, Inc.",United States,Technology,EDP Services,378.929124
11489,11489,893,1076,United States,Computer Services,4600,Computer Sciences,Computer Sciences Corporation,United States,Technology,EDP Services,9745.468396
11492,11492,893,1077,United States,Computer Services,4600,Computer Sciences,"Computer Task Group, Incorporated",United States,Technology,EDP Services,86.94955209999999
11600,11600,2293,1081,United States,Oil & Gas Operations,15000,Concho Resources,"Comstock Resources, Inc.",United States,Energy,Oil & Gas Production,140.2502469
11602,11602,2295,1081,United States,Oil & Gas Operations,14400,Continental Resources,"Comstock Resources, Inc.",United States,Energy,Oil & Gas Production,140.2502469
11609,11609,684,1083,United States,Beverages,30900,Constellation Brands,"ConAgra Brands, Inc.",United States,Consumer Non-Durables,Packaged Foods,17556.46862
11616,11616,1534,1083,United States,Food Processing,19500,ConAgra Foods,"ConAgra Brands, Inc.",United States,Consumer Non-Durables,Packaged Foods,17556.46862
11639,11639,2293,1086,United States,Oil & Gas Operations,15000,Concho Resources,Concho Resources Inc.,United States,Energy,Oil & Gas Production,19015.231209999998
11641,11641,2295,1086,United States,Oil & Gas Operations,14400,Continental Resources,Concho Resources Inc.,United States,Energy,Oil & Gas Production,19015.231209999998
11677,11677,893,1088,United States,Computer Services,4600,Computer Sciences,Concurrent Computer Corporation,United States,Technology,Computer Manufacturing,47.80143396
11701,11701,682,1090,United States,Beverages,11547,Coca-Cola European Partners,Cone Midstream Partners LP,United States,Public Utilities,Natural Gas Distribution,1499.959851
11712,11712,2294,1098,United States,Oil & Gas Operations,59000,ConocoPhillips,ConocoPhillips,United States,Energy,Integrated oil Companies,61630.965229999994
11716,11716,1298,1100,United States,Electric Utilities,21000,Consolidated Edison,"Consolidated Communications Holdings, Inc.",United States,Public Utilities,Telecommunications Equipment,1184.17675
11720,11720,815,1100,United States,Capital Goods,-,Consolidated Elec Distributors,"Consolidated Communications Holdings, Inc.",United States,Public Utilities,Telecommunications Equipment,1184.17675
11735,11735,1298,1101,United States,Electric Utilities,21000,Consolidated Edison,Consolidated Edison Inc,United States,Public Utilities,Power Generation,23690.89343
11736,11736,815,1101,United States,Capital Goods,-,Consolidated Elec Distributors,Consolidated Edison Inc,United States,Public Utilities,Power Generation,23690.89343
11759,11759,684,1103,United States,Beverages,30900,Constellation Brands,Constellation Brands Inc,United States,Consumer Non-Durables,Beverages (Production/Distribution),31775.39153
11793,11793,1612,1106,United States,"Food, Drink & Tobacco",-,Continental Grain Company,Continental Materials Corporation,United States,Capital Goods,Building Materials,43.2832253
11801,11801,2295,1106,United States,Oil & Gas Operations,14400,Continental Resources,Continental Materials Corporation,United States,Capital Goods,Building Materials,43.2832253
11805,11805,1612,1107,United States,"Food, Drink & Tobacco",-,Continental Grain Company,"Continental Resources, Inc.",United States,Energy,Oil & Gas Production,17009.06319
11830,11830,2293,1107,United States,Oil & Gas Operations,15000,Concho Resources,"Continental Resources, Inc.",United States,Energy,Oil & Gas Production,17009.06319
11832,11832,2295,1107,United States,Oil & Gas Operations,14400,Continental Resources,"Continental Resources, Inc.",United States,Energy,Oil & Gas Production,17009.06319
11835,11835,1259,1111,United States,Diversified Outsourcing Services,2682,Convergys,Convergys Corporation,United States,Technology,EDP Services,2000.0298690000002
11836,11836,2227,1113,United States,Motor Vehicles and Parts,2056,Cooper Tire & Rubber,"Cooper Companies, Inc. (The)",United States,Health Care,Ophthalmic Goods,9781.85362
11838,11838,2227,1114,United States,Motor Vehicles and Parts,2056,Cooper Tire & Rubber,Cooper Tire & Rubber Company,United States,Consumer Durables,Automotive Aftermarket,2346.595
11845,11845,2228,1115,United States,Motor Vehicles and Parts,1235,Cooper-Standard Holdings,Cooper-Standard Holdings Inc.,United States,Capital Goods,Auto Parts:O.E.M.,1963.5211239999999
11846,11846,3019,1121,United States,Trading Companies,1800,Core-Mark Holding Company,"Core-Mark Holding Company, Inc.",United States,Consumer Non-Durables,Food Distributors,1444.5762029999999
11847,11847,3103,1121,United States,Wholesalers: Food and Grocery,1888,Core-Mark Holding,"Core-Mark Holding Company, Inc.",United States,Consumer Non-Durables,Food Distributors,1444.5762029999999
11938,11938,860,1132,United States,Communications Equipment,23100,Corning,Corning Incorporated,United States,Basic Industries,Telecommunications Equipment,25030.23368
11966,11966,1124,1137,United States,Discount Stores,65800,Costco Wholesale,Costco Wholesale Corporation,United States,Consumer Services,Department/Specialty Retail Stores,73606.05251000001
11967,11967,2839,1137,United States,Specialty Retailers,-,Costco,Costco Wholesale Corporation,United States,Consumer Services,Department/Specialty Retail Stores,73606.05251000001
11968,11968,1782,1139,United States,Household/Personal Care,9900,Coty,Coty Inc.,United States,Consumer Non-Durables,Package Goods/Cosmetics,13545.24473
11988,11988,1603,1152,United States,Food Services,3655,Cracker Barrel Old Country Store,"Cracker Barrel Old Country Store, Inc.",United States,Consumer Services,Restaurants,3831.1840079999997
12000,12000,1807,1154,United States,Industrial Machinery,3139,Crane,Crane Company,United States,Capital Goods,Metal Fabrications,4448.704486
12023,12023,1423,1160,United States,Energy,806,Crestwood Equity Partners,Crestwood Equity Partners LP,United States,Consumer Services,Other Consumer Services,1829.971369
12035,12035,1603,1162,United States,Food Services,3655,Cracker Barrel Old Country Store,"Cross Country Healthcare, Inc.",United States,Technology,Professional Services,518.8900304
12062,12062,1423,1164,United States,Energy,806,Crestwood Equity Partners,CrossAmerica Partners LP,United States,Energy,Oil Refining/Marketing,877.6832434
12106,12106,816,1167,United States,Capital Goods,-,Crown Equipment,Crown Castle International Corporation,United States,Consumer Services,Real Estate Investment Trusts,34052.84225
12126,12126,1099,1167,United States,Containers & Packaging,7500,Crown Holdings,Crown Castle International Corporation,United States,Consumer Services,Real Estate Investment Trusts,34052.84225
12152,12152,2944,1167,United States,Telecommunications services,29600,Crown Castle International,Crown Castle International Corporation,United States,Consumer Services,Real Estate Investment Trusts,34052.84225
12153,12153,1099,1168,United States,Containers & Packaging,7500,Crown Holdings,"Crown Crafts, Inc.",United States,Basic Industries,Textiles,82.77192825
12154,12154,2944,1168,United States,Telecommunications services,29600,Crown Castle International,"Crown Crafts, Inc.",United States,Basic Industries,Textiles,82.77192825
12155,12155,816,1168,United States,Capital Goods,-,Crown Equipment,"Crown Crafts, Inc.",United States,Basic Industries,Textiles,82.77192825
12156,12156,1099,1169,United States,Containers & Packaging,7500,Crown Holdings,"Crown Holdings, Inc.",United States,Consumer Durables,Containers/Packaging,7366.64847
12157,12157,2944,1169,United States,Telecommunications services,29600,Crown Castle International,"Crown Holdings, Inc.",United States,Consumer Durables,Containers/Packaging,7366.64847
12158,12158,816,1169,United States,Capital Goods,-,Crown Equipment,"Crown Holdings, Inc.",United States,Consumer Durables,Containers/Packaging,7366.64847
12284,12284,2886,1178,United States,Specialty Stores,2900,CST Brands,"CST Brands, Inc.",United States,Consumer Durables,Automotive Aftermarket,3644.58375
12294,12294,2562,1180,United States,Railroads,26300,CSX,CSX Corporation,United States,Transportation,Railroads,43126.10752
12407,12407,751,1183,China,Business & Personal Services,21200,Ctrip.com International,"Ctrip.com International, Ltd.",China,Miscellaneous,Business Services,22924.20524
12433,12433,113,1189,United States, Banks,3800,Cullen/Frost Bankers,"Cullen/Frost Bankers, Inc.",United States,Finance,Major Banks,5683.277618
12434,12434,1102,1191,United States,Convenience Stores & Gas Stations,-,Cumberland Gulf Group,Cumberland Pharmaceuticals Inc.,United States,Health Care,Major Pharmaceuticals,110.49250829999998
12435,12435,1700,1192,United States,Heavy Equipment,19800,Cummins,Cummins Inc.,United States,Energy,Industrial Machinery/Components,25397.255119999998
12447,12447,507,1195,United States,Aerospace and Defense,3376,Curtiss-Wright,Curtiss-Wright Corporation,United States,Technology,Industrial Machinery/Components,4043.559761
12474,12474,1274,1204,United States,Drug Retail,110800,CVS Health,CVS Health Corporation,United States,Health Care,Medical/Nursing Services,80517.41898999999
12485,12485,1731,1219,United States,Homebuilders,11178,D.R. Horton,"D.R. Horton, Inc.",United States,Capital Goods,Homebuilding,12438.40435
12490,12490,2229,1222,United States,Motor Vehicles and Parts,2097,Dana Holding,Dana Incorporated,United States,Capital Goods,Auto Parts:O.E.M.,2782.521142
12491,12491,933,1223,United States,Conglomerates,66400,Danaher,Danaher Corporation,United States,Capital Goods,Industrial Machinery/Components,59296.26209
12506,12506,2683,1225,United States,Restaurants,8000,Darden Restaurants,"Darden Restaurants, Inc.",United States,Consumer Services,Restaurants,10388.89141
12507,12507,1567,1226,United States,Food Production,2167,Darling Ingredients,Darling Ingredients Inc.,United States,Consumer Non-Durables,Packaged Foods,2391.6549609999997
12528,12528,1687,1233,United States,Healthcare Services,15400,DaVita,DaVita Inc.,United States,Health Care,Hospital/Nursing Management,13226.962
12557,12557,1492,1239,United States,Food Consumer Products,1588,Dean Foods,Dean Foods Company,United States,Consumer Non-Durables,Packaged Foods,1786.3517170000002
12576,12576,988,1241,United States,Construction and Farm Machinery,-,Deere,Deere & Company,United States,Capital Goods,Industrial Machinery/Components,34648.30414
12589,12589,788,1244,United States,Business Services & Supplies,-,Delaware North Cos,Delaware Enhanced Global Dividend,United States,n/a,n/a,174.1935771
12599,12599,788,1245,United States,Business Services & Supplies,-,Delaware North Cos,"Delaware Investments Colorado Municipal Income Fund, Inc",United States,n/a,n/a,71.10585371
12602,12602,788,1246,United States,Business Services & Supplies,-,Delaware North Cos,"Delaware Investments Dividend & Income Fund, Inc.",United States,n/a,n/a,83.43675769
12605,12605,788,1247,United States,Business Services & Supplies,-,Delaware North Cos,Delaware Investments Florida Insured Municipal Income Fund,United States,n/a,n/a,58.59805242
12608,12608,788,1248,United States,Business Services & Supplies,-,Delaware North Cos,"Delaware Investments Minnesota Municipal Income Fund II, Inc.",United States,n/a,n/a,167.512436
12619,12619,2452,1250,United States,Petroleum Refining,947,Delek US Holdings,"Delek Logistics Partners, L.P.",United States,Energy,Natural Gas Distribution,810.1426131
12626,12626,2452,1251,United States,Petroleum Refining,947,Delek US Holdings,"Delek US Holdings, Inc.",United States,Energy,Integrated oil Companies,1504.0352480000001
12636,12636,508,1252,United States,Aerospace and Defense,-,Delta Tucker Holdings,"Delta Air Lines, Inc.",United States,Transportation,Air Freight/Delivery Services,33586.21852
12638,12638,526,1252,United States,Airline,34400,Delta Air Lines,"Delta Air Lines, Inc.",United States,Transportation,Air Freight/Delivery Services,33586.21852
12640,12640,508,1253,United States,Aerospace and Defense,-,Delta Tucker Holdings,"Delta Apparel, Inc.",United States,Consumer Non-Durables,Apparel,134.1344348
12643,12643,526,1253,United States,Airline,34400,Delta Air Lines,"Delta Apparel, Inc.",United States,Consumer Non-Durables,Apparel,134.1344348
12651,12651,508,1254,United States,Aerospace and Defense,-,Delta Tucker Holdings,"Delta Natural Gas Company, Inc.",United States,Public Utilities,Oil & Gas Production,215.99270159999998
12653,12653,526,1254,United States,Airline,34400,Delta Air Lines,"Delta Natural Gas Company, Inc.",United States,Public Utilities,Oil & Gas Production,215.99270159999998
12687,12687,2298,1266,United States,Oil & Gas Operations,18400,Devon Energy,Devon Energy Corporation,United States,Energy,Oil & Gas Production,21886.312
12712,12712,2860,1277,United States,Specialty Retailers: Other,5373,DickÂ_s Sporting Goods,Dick&#39;s Sporting Goods Inc,United States,Consumer Services,Other Specialty Stores,5488.679539
12713,12713,2887,1277,United States,Specialty Stores,5300,Dick's Sporting Goods,Dick&#39;s Sporting Goods Inc,United States,Consumer Services,Other Specialty Stores,5488.679539
12714,12714,922,1278,United States,"Computers, Office Equipment",1883,Diebold Nixdorf,Diebold Nixdorf Incorporated,United States,Miscellaneous,Office Equipment/Supplies/Services,2316.096631
12803,12803,2603,1284,United States,Real Estate,12600,Digital Realty Trust,"Digital Ally, Inc.",United States,Technology,Radio And Television Broadcasting And Communications Equipment,24.4228433
12805,12805,2603,1285,United States,Real Estate,12600,Digital Realty Trust,Digital Power Corporation,United States,Capital Goods,Industrial Machinery/Components,6.85261782
12811,12811,2603,1286,United States,Real Estate,12600,Digital Realty Trust,"Digital Realty Trust, Inc.",United States,Consumer Services,Real Estate Investment Trusts,16944.44975
12822,12822,2603,1287,United States,Real Estate,12600,Digital Realty Trust,"Digital Turbine, Inc.",United States,Miscellaneous,Multi-Sector Companies,62.63596564
12828,12828,1481,1295,United States,Food and Drug Stores,1769,Diplomat Pharmacy,"Diplomat Pharmacy, Inc.",United States,Health Care,Medical/Nursing Services,1068.452555
12849,12849,1082,1296,United States,Consumer Financial Services,23400,Discover Financial Services,Discover Financial Services,United States,Finance,Finance: Consumer Services,26254.95075
12857,12857,720,1297,United States,Broadcasting & Cable,11800,Discovery Communications,"Discovery Communications, Inc.",United States,Consumer Services,Television Services,11306.01072
12875,12875,720,1298,United States,Broadcasting & Cable,11800,Discovery Communications,"Discovery Communications, Inc.",United States,Consumer Services,Television Services,11193.3004
12893,12893,720,1299,United States,Broadcasting & Cable,11800,Discovery Communications,"Discovery Communications, Inc.",United States,Consumer Services,Television Services,11002.85883
12906,12906,721,1300,United States,Broadcasting & Cable,23100,DISH Network,DISH Network Corporation,United States,Consumer Services,Television Services,29547.293019999997
12922,12922,1082,1301,United States,Consumer Financial Services,23400,Discover Financial Services,Diversicare Healthcare Services Inc.,United States,Health Care,Hospital/Nursing Management,66.64080245
12973,12973,1126,1310,United States,Discount Stores,23300,Dollar General,Dollar General Corporation,United States,Consumer Services,Department/Specialty Retail Stores,19182.39485
12974,12974,1127,1310,United States,Discount Stores,19000,Dollar Tree,Dollar General Corporation,United States,Consumer Services,Department/Specialty Retail Stores,19182.39485
12984,12984,1126,1311,United States,Discount Stores,23300,Dollar General,"Dollar Tree, Inc.",United States,Consumer Services,Department/Specialty Retail Stores,18539.93606
12985,12985,1127,1311,United States,Discount Stores,19000,Dollar Tree,"Dollar Tree, Inc.",United States,Consumer Services,Department/Specialty Retail Stores,18539.93606
12995,12995,1300,1312,United States,Electric Utilities,43200,Dominion Resources,"Dominion Midstream Partners, LP",United States,Public Utilities,Natural Gas Distribution,3170.230475
13009,13009,1300,1313,United States,Electric Utilities,43200,Dominion Resources,"Dominion Resources, Inc.",United States,Public Utilities,Electric Utilities: Central,48753.24533
13035,13035,1300,1314,United States,Electric Utilities,43200,Dominion Resources,"Dominion Resources, Inc.",United States,Public Utilities,Electric Utilities: Central,31613.874439999996
13053,13053,1808,1316,United States,Industrial Machinery,4242,Donaldson,"Donaldson Company, Inc.",United States,Capital Goods,Pollution Control Equipment,6013.366296
13074,13074,935,1325,United States,Conglomerates,10400,Dover,Dover Corporation,United States,Technology,Industrial Machinery/Components,12501.909440000001
13079,13079,935,1326,United States,Conglomerates,10400,Dover,Dover Downs Gaming & Entertainment Inc,United States,Consumer Services,Services-Misc. Amusement & Recreation,34.8102636
13086,13086,935,1327,United States,Conglomerates,10400,Dover,"Dover Motorsports, Inc.",United States,Consumer Services,Services-Misc. Amusement & Recreation,81.1605432
13094,13094,1139,1328,United States,Diversified Chemicals,59000,Dow Chemical,Dow Chemical Company (The),United States,Basic Industries,Major Chemicals,77093.81779
13102,13102,686,1329,United States,Beverages,16200,Dr Pepper Snapple Group,"Dr Pepper Snapple Group, Inc",United States,Consumer Non-Durables,Beverages (Production/Distribution),17997.2109
13108,13108,2477,1330,India,Pharmaceuticals,8000,Dr. Reddy's Laboratories,Dr. Reddy&#39;s Laboratories Ltd,India,Health Care,Major Pharmaceuticals,6653.924395
13117,13117,1469,1338,United States,Financial Data Services,3816,DST Systems,"DST Systems, Inc.",United States,Technology,EDP Services,3854.573975
13118,13118,2848,1339,United States,Specialty Retailers: Apparel,2264,DSW,DSW Inc.,United States,Consumer Services,Clothing/Shoe/Accessory Stores,1658.407288
13119,13119,1301,1340,United States,Electric Utilities,15400,DTE Energy,DTE Energy Company,United States,Public Utilities,Electric Utilities: Central,18317.33809
13155,13155,1302,1347,United States,Electric Utilities,53100,Duke Energy,Duke Energy Corporation,United States,Public Utilities,Power Generation,57397.42476
13158,13158,1302,1348,United States,Electric Utilities,53100,Duke Energy,Duke Realty Corporation,United States,Consumer Services,Real Estate Investment Trusts,9340.561305
13175,13175,834,1352,United States,Chemicals,-,DuPont,"Dupont Fabros Technology, Inc.",United States,Finance,Real Estate,3843.126365
13249,13249,1424,1360,United States,Energy,1685,Dynegy,Dynegy Inc.,United States,Public Utilities,Electric Utilities: Central,1029.788409
13334,13334,126,1374,United States, Banks,5500,East West Bancorp,"East West Bancorp, Inc.",United States,Finance,Major Banks,7440.492726
13369,13369,2817,1380,United States,Specialized Chemicals,11300,Eastman Chemical,Eastman Chemical Company,United States,Basic Industries,Major Chemicals,11782.65006
13382,13382,2817,1381,United States,Specialized Chemicals,11300,Eastman Chemical,Eastman Kodak Company,United States,Miscellaneous,Industrial Machinery/Components,487.952659
13688,13688,1893,1420,United States,Internet & Catalog Retail,27900,eBay,eBay Inc.,United States,Miscellaneous,Business Services,36492.02012
13715,13715,2274,1425,United States,Network and Other Communications Equipment,4133,EchoStar,EchoStar Corporation,United States,Technology,Radio And Television Broadcasting And Communications Equipment,5402.13491
13747,13747,2818,1428,United States,Specialized Chemicals,34100,Ecolab,Ecolab Inc.,United States,Basic Industries,Package Goods/Cosmetics,36355.78612
13765,13765,1305,1432,United States,Electric Utilities,22400,Edison International,Edison International,United States,Public Utilities,Electric Utilities: Central,25937.00861
13857,13857,2145,1436,United States,Medical Equipment & Supplies,22900,Edwards Lifesciences,Edwards Lifesciences Corporation,United States,Health Care,Industrial Specialties,19989.47972
13941,13941,2604,1449,United States,Recreational Products,20400,Electronic Arts,Electronic Arts Inc.,United States,Technology,Computer Software: Prepackaged Software,27595.840460000003
13954,13954,2479,1454,United States,Pharmaceuticals,86000,Eli Lilly,Eli Lilly and Company,United States,Health Care,Major Pharmaceuticals,92803.13497
13962,13962,916,1461,United States,Computer Storage Devices,51900,EMC,EMC Insurance Group Inc.,United States,Finance,Property-Casualty Insurers,596.8184661
13963,13963,1444,1463,United States,"Engineering, Construction",2948,EMCOR Group,"EMCOR Group, Inc.",United States,Capital Goods,Engineering & Construction,3755.622432
13987,13987,1366,1467,United States,Electrical Equipment,35700,Emerson Electric,Emerson Electric Company,United States,Energy,Consumer Electronics/Appliances,38613.57145
13988,13988,1366,1468,United States,Electrical Equipment,35700,Emerson Electric,Emerson Radio Corporation,United States,Consumer Non-Durables,Consumer Electronics/Appliances,36.80955872
14173,14173,2514,1489,United States,Pipelines,-,Energy Transfer Equity,"Energy Transfer Equity, L.P.",United States,Public Utilities,Natural Gas Distribution,21292.32064
14215,14215,1412,1494,United States,"Electronics, Electrical Equip.",2420,EnerSys,Enersys,United States,Consumer Non-Durables,Telecommunications Equipment,3428.374383
14219,14219,2515,1497,United States,Pipelines,-,Enterprise Products Partners,"EnLink Midstream Partners, LP",United States,Public Utilities,Natural Gas Distribution,6274.755698
14222,14222,2513,1497,United States,Pipelines,3616,Enable Midstream Partners,"EnLink Midstream Partners, LP",United States,Public Utilities,Natural Gas Distribution,6274.755698
14376,14376,1311,1508,United States,Electric Utilities,13300,Entergy,Entergy Corporation,United States,Public Utilities,Electric Utilities: Central,13684.59226
14377,14377,2770,1510,United States,Services,-,Enterprise Holdings,Enterprise Bancorp Inc,United States,Finance,Major Banks,403.11215
14378,14378,2515,1510,United States,Pipelines,-,Enterprise Products Partners,Enterprise Bancorp Inc,United States,Finance,Major Banks,403.11215
14393,14393,2770,1511,United States,Services,-,Enterprise Holdings,Enterprise Financial Services Corporation,United States,Finance,Major Banks,995.1564537
14406,14406,2515,1511,United States,Pipelines,-,Enterprise Products Partners,Enterprise Financial Services Corporation,United States,Finance,Major Banks,995.1564537
14419,14419,2513,1512,United States,Pipelines,3616,Enable Midstream Partners,Enterprise Products Partners L.P.,United States,Public Utilities,Natural Gas Distribution,58522.16141
14420,14420,2770,1512,United States,Services,-,Enterprise Holdings,Enterprise Products Partners L.P.,United States,Public Utilities,Natural Gas Distribution,58522.16141
14430,14430,2515,1512,United States,Pipelines,-,Enterprise Products Partners,Enterprise Products Partners L.P.,United States,Public Utilities,Natural Gas Distribution,58522.16141
14473,14473,2513,1517,United States,Pipelines,3616,Enable Midstream Partners,"Enviva Partners, LP",United States,Basic Industries,Forest Products,738.9792233
14476,14476,2515,1517,United States,Pipelines,-,Enterprise Products Partners,"Enviva Partners, LP",United States,Basic Industries,Forest Products,738.9792233
14509,14509,2301,1519,United States,Oil & Gas Operations,44500,EOG Resources,"EOG Resources, Inc.",United States,Energy,Oil & Gas Production,56301.853520000004
14510,14510,2197,1520,United States,"Mining, Crude-Oil Production",1143,EP Energy,EP Energy Corporation,United States,Energy,Oil & Gas Production,1194.690023
14524,14524,2302,1525,United States,Oil & Gas Operations,10900,EQT,EQT Corporation,United States,Energy,Oil & Gas Production,10590.55856
14525,14525,2302,1526,United States,Oil & Gas Operations,10900,EQT,"EQT GP Holdings, LP",United States,Public Utilities,Natural Gas Distribution,7287.5977
14539,14539,2302,1527,United States,Oil & Gas Operations,10900,EQT,"EQT Midstream Partners, LP",United States,Public Utilities,Natural Gas Distribution,6196.73719
14540,14540,752,1528,United States,Business & Personal Services,13800,Equifax,"Equifax, Inc.",United States,Finance,Finance: Consumer Services,16508.833919999997
14541,14541,896,1529,United States,Computer Services,22200,Equinix,"Equinix, Inc.",United States,Consumer Services,Real Estate Investment Trusts,31111.4579
14548,14548,2606,1531,United States,Real Estate,25800,Equity Residential,"Equity Bancshares, Inc.",United States,Finance,Major Banks,400.4803394
14555,14555,2606,1532,United States,Real Estate,25800,Equity Residential,Equity Commonwealth,United States,Consumer Services,Real Estate Investment Trusts,3873.284168
14564,14564,2606,1533,United States,Real Estate,25800,Equity Residential,"Equity Lifestyle Properties, Inc.",United States,Consumer Services,Real Estate Investment Trusts,6686.1549780000005
14576,14576,2606,1534,United States,Real Estate,25800,Equity Residential,Equity Residential,United States,Consumer Services,Real Estate Investment Trusts,22840.81684
14582,14582,1876,1537,United States,Insurance: Property and Casualty (Stock),-,Erie Insurance Group,Erie Indemnity Company,United States,Finance,Specialty Insurers,6415.966804
14594,14594,3100,1544,United States,Wholesalers: Electronics and Office Equipment,1191,Essendant,Essendant Inc.,United States,Consumer Services,Paper,567.3407808999999
14603,14603,2607,1545,United States,Real Estate,14700,Essex Property Trust,"Essex Property Trust, Inc.",United States,Consumer Services,Real Estate Investment Trusts,15178.65231
14606,14606,1783,1546,United States,Household/Personal Care,34600,EstÂ_e Lauder,"Estee Lauder Companies, Inc. (The)",United States,Consumer Non-Durables,Package Goods/Cosmetics,31067.54914
14607,14607,1767,1546,United States,Household and Personal Products,34760,Estee Lauder,"Estee Lauder Companies, Inc. (The)",United States,Consumer Non-Durables,Package Goods/Cosmetics,31067.54914
14724,14724,1312,1560,United States,Electric Utilities,17600,Eversource Energy,Eversource Energy,United States,Public Utilities,Electric Utilities: Central,18626.54779
14739,14739,1662,1564,United States,Health Care Equipment & Svcs,-,Evolent Health,"Evolent Health, Inc",United States,Consumer Services,Other Consumer Services,1515.732271
14780,14780,1313,1573,United States,Electric Utilities,31400,Exelon,Exelon Corporation,United States,Public Utilities,Power Generation,33308.9585
14781,14781,1313,1574,United States,Electric Utilities,31400,Exelon,Exelon Corporation,United States,Public Utilities,Power Generation,45695.66958
14782,14782,753,1576,United States,Business & Personal Services,16200,Expedia,"Expedia, Inc.",United States,Consumer Services,Transportation Services,18901.32431
14784,14784,515,1577,United States,Air Courier,8900,Expeditors International,"Expeditors International of Washington, Inc.",United States,Transportation,Oil Refining/Marketing,10207.53212
14840,14840,3041,1577,United States,Transportation and Logistics,8911,Expeditors International of Washington,"Expeditors International of Washington, Inc.",United States,Transportation,Oil Refining/Marketing,10207.53212
14857,14857,2218,1579,United States,Miscellaneous,-,Express Scripts Holding,Express Scripts Holding Company,United States,Health Care,Medical/Nursing Services,39566.61718
14858,14858,1688,1579,United States,Healthcare Services,46500,Express Scripts,Express Scripts Holding Company,United States,Health Care,Medical/Nursing Services,39566.61718
14877,14877,2453,1586,United States,Petroleum Refining,-,Exxon Mobil,Exxon Mobil Corporation,United States,Energy,Integrated oil Companies,340055.5983
14884,14884,897,1591,United States,Computer Services,314800,Facebook,"Facebook, Inc.",United States,Technology,"Computer Software: Programming, Data Processing",410521.8485
14924,14924,1869,1601,United States,Insurance: Property and Casualty (Mutual),-,Farmers Insurance Exchange,Farmers Capital Bank Corporation,United States,Finance,Major Banks,303.025958
14935,14935,1869,1602,United States,Insurance: Property and Casualty (Mutual),-,Farmers Insurance Exchange,Farmers National Banc Corp.,United States,Finance,Major Banks,388.40560960000005
14969,14969,1723,1604,United States,Home Improvement Retail,13200,Fastenal,Fastenal Company,United States,Consumer Services,RETAIL: Building Materials,14896.937590000001
15042,15042,516,1617,United States,Air Courier,44600,FedEx,FedEx Corporation,United States,Transportation,Air Freight/Delivery Services,52178.22227
15078,15078,1427,1621,United States,Energy,1705,Ferrellgas Partners,"Ferrellgas Partners, L.P.",United States,Consumer Services,Other Specialty Stores,582.9159900000001
15093,15093,755,1625,United States,Business & Personal Services,21300,Fidelity National Information,Fidelity Nasdaq Composite Index Tracking Stock,United States,n/a,n/a,768.405
15096,15096,2537,1625,United States,Property & Casualty Insurance,9100,Fidelity National Financial,Fidelity Nasdaq Composite Index Tracking Stock,United States,n/a,n/a,768.405
